,number_of_triangles,primitive_type,disturbed_areas_cnt,triangle_0_x,triangle_1_x,triangle_2_x,triangle_3_x,triangle_4_x,triangle_5_x,triangle_0_y,triangle_1_y,triangle_2_y,triangle_3_y,triangle_4_y,triangle_5_y,triangle_0_width,triangle_1_width,triangle_2_width,triangle_3_width,triangle_4_width,triangle_5_width,triangle_0_height,triangle_1_height,triangle_2_height,triangle_3_height,triangle_4_height,triangle_5_height,disturbed_area_0_yAL,disturbed_area_1_yAL,disturbed_area_2_yAL,disturbed_area_3_yAL,disturbed_area_4_yAL,disturbed_area_5_yAL,disturbed_area_0_yBL,disturbed_area_1_yBL,disturbed_area_2_yBL,disturbed_area_3_yBL,disturbed_area_4_yBL,disturbed_area_5_yBL,disturbed_area_0_width,disturbed_area_1_width,disturbed_area_2_width,disturbed_area_3_width,disturbed_area_4_width,disturbed_area_5_width,disturbed_area_0_height,disturbed_area_1_height,disturbed_area_2_height,disturbed_area_3_height,disturbed_area_4_height,disturbed_area_5_height,target
2173,5,TissuePrimitiveType.CIRCLE,3,51,80,169,289,316,,,,,,,,9,13,7,5,25,,17,33,27,27,23,,200,,,,,,,310,310,,,,30,41,57,,,,36,39,49,,,,ClassA
2174,1,TissuePrimitiveType.CIRCLE,3,284,,,,,,,,,,,,16,,,,,,9,,,,,,200,200,,,,,,,310,,,,58,62,63,,,,23,30,47,,,,ClassC
2175,6,TissuePrimitiveType.CIRCLE,4,288,305,320,350,359,375,,,,,,,12,10,25,4,11,9,26,22,13,18,8,11,200,200,200,,,,,,,310,,,64,67,32,60,,,28,38,40,24,,,ClassC
2176,0,TissuePrimitiveType.CIRCLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,310,,39,43,52,36,61,,42,40,43,29,39,,ClassB
2177,6,TissuePrimitiveType.CIRCLE,5,239,288,307,328,353,370,,,,,,,19,14,16,19,12,14,24,22,27,17,26,27,200,200,200,,,,,,,310,310,,33,68,60,55,54,,33,24,47,43,36,,ClassA
2178,3,TissuePrimitiveType.RECTANGLE,5,261,315,340,,,,,,,,,,28,15,30,,,,12,29,34,,,,200,200,,,,,,,310,310,310,,46,67,34,30,30,,25,40,25,35,48,,ClassA
2179,4,TissuePrimitiveType.CIRCLE,5,247,272,287,328,,,,,,,,,11,9,4,24,,,30,8,15,31,,,200,200,200,,,,,,,310,310,,67,63,33,40,47,,31,33,37,41,31,,ClassC
2180,4,TissuePrimitiveType.CIRCLE,2,82,116,325,355,,,,,,,,,28,18,21,28,,,27,32,25,20,,,200,200,,,,,,,,,,,59,67,,,,,37,32,,,,,ClassA
2181,4,TissuePrimitiveType.CIRCLE,3,54,260,320,355,,,,,,,,,30,30,29,25,,,10,22,20,26,,,200,,,,,,,310,310,,,,51,55,45,,,,21,23,39,,,,ClassA
2182,2,TissuePrimitiveType.CIRCLE,6,56,143,,,,,,,,,,,28,14,,,,,20,23,,,,,200,200,200,,,,,,,310,310,310,50,70,35,69,50,35,44,22,43,39,38,31,ClassB
2183,3,TissuePrimitiveType.CIRCLE,6,261,285,368,,,,,,,,,,12,6,9,,,,25,27,21,,,,200,200,200,,,,,,,310,310,310,55,33,66,54,53,50,42,32,45,24,30,47,ClassB
2184,6,TissuePrimitiveType.CIRCLE,6,112,187,263,290,333,357,,,,,,,20,17,4,19,15,27,20,28,33,11,23,26,200,200,200,,,,,,,310,310,310,56,37,40,62,68,30,49,29,23,35,27,23,ClassA
2185,2,TissuePrimitiveType.RECTANGLE,6,51,287,,,,,,,,,,,23,17,,,,,17,13,,,,,200,200,200,200,,,,,,,310,310,53,70,54,31,62,33,38,49,31,31,47,28,ClassC
2186,0,TissuePrimitiveType.CIRCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,54,35,,,,,30,28,,,,,ClassC
2187,3,TissuePrimitiveType.CIRCLE,4,157,292,325,,,,,,,,,,20,16,28,,,,35,28,13,,,,200,200,,,,,,,310,310,,,52,36,43,52,,,41,45,50,26,,,ClassA
2188,3,TissuePrimitiveType.CIRCLE,2,309,332,370,,,,,,,,,,10,23,13,,,,22,27,27,,,,200,,,,,,,310,,,,,41,35,,,,,43,30,,,,,ClassB
2189,3,TissuePrimitiveType.CIRCLE,3,198,289,339,,,,,,,,,,18,30,7,,,,22,30,24,,,,200,,,,,,,310,310,,,,69,42,36,,,,41,40,43,,,,ClassA
2190,3,TissuePrimitiveType.RECTANGLE,2,53,254,341,,,,,,,,,,19,30,26,,,,36,16,21,,,,,,,,,,310,310,,,,,53,66,,,,,29,20,,,,,ClassA
2191,0,TissuePrimitiveType.RECTANGLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,59,59,,,,,29,33,,,,,ClassC
2192,1,TissuePrimitiveType.CIRCLE,6,169,,,,,,,,,,,,7,,,,,,18,,,,,,200,200,200,200,,,,,,,310,310,49,45,51,40,69,66,27,47,45,23,50,42,ClassC
2193,3,TissuePrimitiveType.RECTANGLE,4,193,270,301,,,,,,,,,,26,22,6,,,,33,36,31,,,,200,200,,,,,,,310,310,,,62,48,48,51,,,34,42,33,38,,,ClassA
2194,3,TissuePrimitiveType.CIRCLE,2,48,309,351,,,,,,,,,,8,5,20,,,,32,22,32,,,,,,,,,,310,310,,,,,57,44,,,,,20,29,,,,,ClassB
2195,4,TissuePrimitiveType.NOPRIMITIVE,4,260,320,337,364,,,,,,,,,5,10,22,15,,,19,21,10,25,,,200,200,,,,,,,310,310,,,66,51,59,62,,,29,38,25,25,,,ClassC
2196,2,TissuePrimitiveType.CIRCLE,5,207,359,,,,,,,,,,,18,18,,,,,35,27,,,,,200,200,,,,,,,310,310,310,,47,61,39,42,45,,37,46,44,49,41,,ClassB
2197,3,TissuePrimitiveType.RECTANGLE,2,275,314,352,,,,,,,,,,12,16,30,,,,16,36,13,,,,,,,,,,310,310,,,,,52,52,,,,,49,22,,,,,ClassC
2198,4,TissuePrimitiveType.RECTANGLE,2,179,329,350,371,,,,,,,,,20,15,14,12,,,30,25,8,13,,,200,200,,,,,,,,,,,61,69,,,,,45,33,,,,,ClassC
2199,4,TissuePrimitiveType.CIRCLE,4,68,232,297,346,,,,,,,,,20,20,21,17,,,35,32,16,35,,,200,200,,,,,,,310,310,,,39,64,41,63,,,20,41,39,21,,,ClassA
2200,3,TissuePrimitiveType.RECTANGLE,1,196,229,353,,,,,,,,,,19,25,25,,,,36,18,13,,,,,,,,,,310,,,,,,37,,,,,,43,,,,,,ClassA
2201,4,TissuePrimitiveType.RECTANGLE,2,55,179,202,339,,,,,,,,,12,11,30,26,,,26,17,14,21,,,200,,,,,,,310,,,,,41,41,,,,,47,37,,,,,ClassA
2202,4,TissuePrimitiveType.CIRCLE,2,293,329,357,377,,,,,,,,,26,15,13,7,,,28,23,26,8,,,200,200,,,,,,,,,,,44,52,,,,,29,25,,,,,ClassA
2203,2,TissuePrimitiveType.RECTANGLE,3,142,325,,,,,,,,,,,19,27,,,,,33,26,,,,,200,200,200,,,,,,,,,,58,47,51,,,,47,43,41,,,,ClassC
2204,4,TissuePrimitiveType.CIRCLE,2,136,297,341,376,,,,,,,,,20,27,29,8,,,30,12,23,20,,,,,,,,,310,310,,,,,49,69,,,,,34,30,,,,,ClassA
2205,1,TissuePrimitiveType.RECTANGLE,5,212,,,,,,,,,,,,7,,,,,,19,,,,,,200,200,,,,,,,310,310,310,,34,40,56,53,61,,43,24,32,22,49,,ClassC
2206,5,TissuePrimitiveType.CIRCLE,3,69,109,305,352,363,,,,,,,,28,10,5,5,10,,32,36,19,25,19,,200,200,200,,,,,,,,,,43,36,59,,,,23,23,45,,,,ClassA
2207,0,TissuePrimitiveType.CIRCLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,,,,38,64,69,,,,22,23,27,,,,ClassC
2208,2,TissuePrimitiveType.CIRCLE,5,188,245,,,,,,,,,,,24,18,,,,,35,10,,,,,200,200,,,,,,,310,310,310,,58,54,63,55,44,,38,36,26,23,26,,ClassB
2209,4,TissuePrimitiveType.CIRCLE,3,62,329,361,376,,,,,,,,,30,26,10,6,,,24,33,14,10,,,200,200,,,,,,,310,,,,34,36,52,,,,34,50,30,,,,ClassA
2210,2,TissuePrimitiveType.CIRCLE,3,160,179,,,,,,,,,,,14,15,,,,,35,32,,,,,,,,,,,310,310,310,,,,48,60,51,,,,24,33,33,,,,ClassB
2211,5,TissuePrimitiveType.CIRCLE,3,119,158,231,273,298,,,,,,,,27,15,17,18,16,,28,32,32,9,16,,200,,,,,,,310,310,,,,54,55,63,,,,28,50,36,,,,ClassA
2212,3,TissuePrimitiveType.CIRCLE,3,160,217,285,,,,,,,,,,28,19,28,,,,34,21,10,,,,200,,,,,,,310,310,,,,42,67,52,,,,23,22,48,,,,ClassA
2213,4,TissuePrimitiveType.CIRCLE,4,207,303,344,359,,,,,,,,,21,13,10,6,,,25,26,14,22,,,200,,,,,,,310,310,310,,,50,52,66,60,,,24,40,39,34,,,ClassB
2214,5,TissuePrimitiveType.CIRCLE,1,139,252,290,342,357,,,,,,,,13,10,23,9,21,,16,20,24,34,18,,200,,,,,,,,,,,,53,,,,,,46,,,,,,ClassA
2215,5,TissuePrimitiveType.CIRCLE,3,160,290,305,335,363,,,,,,,,13,10,22,22,20,,10,34,32,9,35,,200,200,,,,,,,310,,,,37,60,48,,,,41,27,30,,,,ClassA
2216,3,TissuePrimitiveType.CIRCLE,6,50,335,357,,,,,,,,,,23,15,17,,,,30,23,8,,,,200,200,,,,,,,310,310,310,310,67,53,61,61,64,43,50,40,44,23,26,21,ClassB
2217,3,TissuePrimitiveType.CIRCLE,5,296,314,357,,,,,,,,,,9,6,26,,,,29,31,27,,,,200,200,,,,,,,310,310,310,,46,68,37,61,46,,41,22,27,30,35,,ClassB
2218,3,TissuePrimitiveType.CIRCLE,5,215,294,356,,,,,,,,,,30,16,12,,,,12,8,26,,,,200,,,,,,,310,310,310,310,,50,51,63,62,57,,30,20,37,48,47,,ClassB
2219,1,TissuePrimitiveType.RECTANGLE,4,252,,,,,,,,,,,,26,,,,,,23,,,,,,200,200,200,200,,,,,,,,,50,54,52,35,,,22,33,33,50,,,ClassC
2220,5,TissuePrimitiveType.CIRCLE,3,265,294,337,365,377,,,,,,,,12,24,6,5,4,,14,15,20,22,26,,200,,,,,,,310,310,,,,35,45,30,,,,48,20,49,,,,ClassB
2221,3,TissuePrimitiveType.CIRCLE,2,331,353,374,,,,,,,,,,10,15,9,,,,30,27,22,,,,200,200,,,,,,,,,,,62,48,,,,,20,22,,,,,ClassC
2222,2,TissuePrimitiveType.CIRCLE,3,65,213,,,,,,,,,,,20,20,,,,,10,28,,,,,,,,,,,310,310,310,,,,32,60,45,,,,43,32,46,,,,ClassB
2223,4,TissuePrimitiveType.CIRCLE,6,252,304,336,363,,,,,,,,,24,24,6,18,,,24,35,26,23,,,200,200,200,,,,,,,310,310,310,32,51,63,31,62,36,20,42,49,35,48,21,ClassA
2224,4,TissuePrimitiveType.CIRCLE,3,231,308,344,369,,,,,,,,,22,29,19,15,,,19,11,18,28,,,,,,,,,310,310,310,,,,34,34,40,,,,37,47,43,,,,ClassA
2225,4,TissuePrimitiveType.CIRCLE,3,118,308,347,363,,,,,,,,,29,13,9,15,,,36,25,35,18,,,200,,,,,,,310,310,,,,38,35,34,,,,48,50,29,,,,ClassA
2226,4,TissuePrimitiveType.CIRCLE,4,18,172,273,329,,,,,,,,,22,24,10,13,,,21,18,16,27,,,200,,,,,,,310,310,310,,,42,52,69,51,,,25,28,30,48,,,ClassA
2227,2,TissuePrimitiveType.CIRCLE,5,230,271,,,,,,,,,,,21,28,,,,,21,22,,,,,200,200,200,200,,,,,,,310,,61,31,52,45,60,,47,31,30,33,48,,ClassC
2228,1,TissuePrimitiveType.RECTANGLE,5,186,,,,,,,,,,,,25,,,,,,24,,,,,,200,,,,,,,310,310,310,310,,40,48,39,61,55,,29,22,48,27,27,,ClassC
2229,2,TissuePrimitiveType.CIRCLE,6,201,337,,,,,,,,,,,14,18,,,,,31,18,,,,,200,200,200,,,,,,,310,310,310,33,69,43,52,51,60,37,48,22,47,47,31,ClassB
2230,4,TissuePrimitiveType.CIRCLE,5,6,43,195,305,,,,,,,,,17,28,6,7,,,22,15,9,9,,,200,200,,,,,,,310,310,310,,46,58,58,52,58,,32,45,38,32,26,,ClassB
2231,1,TissuePrimitiveType.CIRCLE,2,191,,,,,,,,,,,,24,,,,,,23,,,,,,200,,,,,,,310,,,,,34,67,,,,,23,36,,,,,ClassB
2232,2,TissuePrimitiveType.RECTANGLE,2,27,320,,,,,,,,,,,13,4,,,,,20,13,,,,,200,200,,,,,,,,,,,52,55,,,,,36,29,,,,,ClassC
2233,1,TissuePrimitiveType.CIRCLE,5,0,,,,,,,,,,,,27,,,,,,32,,,,,,200,200,200,,,,,,,310,310,,37,65,53,34,36,,34,20,47,28,40,,ClassC
2234,6,TissuePrimitiveType.RECTANGLE,6,48,235,251,318,340,369,,,,,,,14,8,19,12,23,15,12,27,27,16,20,16,200,200,,,,,,,310,310,310,310,69,56,56,56,69,33,28,24,30,34,23,27,ClassA
2235,2,TissuePrimitiveType.RECTANGLE,6,111,195,,,,,,,,,,,18,17,,,,,8,20,,,,,200,200,200,,,,,,,310,310,310,41,43,70,36,48,32,27,49,34,29,46,44,ClassC
2236,3,TissuePrimitiveType.CIRCLE,4,251,314,351,,,,,,,,,,6,20,27,,,,16,24,15,,,,,,,,,,310,310,310,310,,,39,32,67,55,,,26,23,35,28,,,ClassB
2237,2,TissuePrimitiveType.CIRCLE,2,202,339,,,,,,,,,,,27,25,,,,,28,15,,,,,200,200,,,,,,,,,,,32,59,,,,,41,40,,,,,ClassC
2238,2,TissuePrimitiveType.RECTANGLE,3,19,165,,,,,,,,,,,11,11,,,,,10,11,,,,,200,200,200,,,,,,,,,,60,54,32,,,,38,21,48,,,,ClassC
2239,2,TissuePrimitiveType.RECTANGLE,4,249,339,,,,,,,,,,,5,12,,,,,13,20,,,,,200,200,200,,,,,,,310,,,35,36,54,37,,,48,31,27,44,,,ClassC
2240,4,TissuePrimitiveType.CIRCLE,4,131,157,217,374,,,,,,,,,15,28,15,10,,,14,15,16,13,,,200,,,,,,,310,310,310,,,32,46,45,43,,,33,34,26,49,,,ClassB
2241,2,TissuePrimitiveType.CIRCLE,5,353,367,,,,,,,,,,,8,12,,,,,31,21,,,,,200,200,200,,,,,,,310,310,,37,67,57,49,58,,32,30,31,49,39,,ClassC
2242,0,TissuePrimitiveType.CIRCLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,,,,,,,310,,48,60,66,63,37,,38,26,41,30,23,,ClassC
2243,4,TissuePrimitiveType.RECTANGLE,4,68,145,187,365,,,,,,,,,20,26,27,17,,,22,31,9,10,,,200,200,200,200,,,,,,,,,51,30,55,42,,,34,25,22,39,,,ClassA
2244,1,TissuePrimitiveType.CIRCLE,5,73,,,,,,,,,,,,18,,,,,,36,,,,,,200,200,,,,,,,310,310,310,,52,39,52,43,44,,36,49,43,40,33,,ClassB
2245,5,TissuePrimitiveType.CIRCLE,5,47,99,137,306,355,,,,,,,,25,28,28,4,20,,8,18,11,25,14,,200,200,200,200,,,,,,,310,,63,37,55,40,54,,48,28,40,49,20,,ClassC
2246,3,TissuePrimitiveType.CIRCLE,1,82,269,312,,,,,,,,,,21,4,7,,,,9,14,33,,,,200,,,,,,,,,,,,65,,,,,,33,,,,,,ClassC
2247,3,TissuePrimitiveType.CIRCLE,2,71,339,373,,,,,,,,,,24,25,11,,,,36,24,17,,,,200,200,,,,,,,,,,,33,35,,,,,42,26,,,,,ClassA
2248,4,TissuePrimitiveType.RECTANGLE,5,73,286,308,342,,,,,,,,,24,10,18,9,,,15,15,12,12,,,200,,,,,,,310,310,310,310,,67,63,41,55,59,,25,28,28,33,36,,ClassC
2249,6,TissuePrimitiveType.RECTANGLE,1,195,269,294,315,349,367,,,,,,,29,20,13,26,12,16,17,34,29,22,25,11,,,,,,,310,,,,,,69,,,,,,20,,,,,,ClassA
2250,1,TissuePrimitiveType.CIRCLE,0,24,,,,,,,,,,,,20,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
2251,3,TissuePrimitiveType.CIRCLE,5,37,145,239,,,,,,,,,,30,20,15,,,,10,10,32,,,,200,200,200,,,,,,,310,310,,69,42,63,40,39,,50,44,49,41,29,,ClassC
2252,2,TissuePrimitiveType.RECTANGLE,4,327,361,,,,,,,,,,,29,23,,,,,14,29,,,,,200,,,,,,,310,310,310,,,45,45,48,61,,,21,27,27,26,,,ClassC
2253,4,TissuePrimitiveType.CIRCLE,3,100,316,348,357,,,,,,,,,15,10,4,25,,,25,9,33,29,,,200,,,,,,,310,310,,,,62,67,32,,,,22,23,34,,,,ClassB
2254,3,TissuePrimitiveType.CIRCLE,2,81,324,356,,,,,,,,,,28,21,14,,,,9,18,12,,,,,,,,,,310,310,,,,,53,53,,,,,20,43,,,,,ClassB
2255,3,TissuePrimitiveType.RECTANGLE,1,180,295,369,,,,,,,,,,19,30,12,,,,10,30,22,,,,,,,,,,310,,,,,,53,,,,,,27,,,,,,ClassC
2256,3,TissuePrimitiveType.CIRCLE,5,256,299,339,,,,,,,,,,30,6,26,,,,26,36,24,,,,200,200,200,,,,,,,310,310,,56,63,69,39,39,,31,29,36,30,41,,ClassA
2257,1,TissuePrimitiveType.RECTANGLE,1,42,,,,,,,,,,,,10,,,,,,32,,,,,,200,,,,,,,,,,,,57,,,,,,20,,,,,,ClassC
2258,3,TissuePrimitiveType.CIRCLE,3,55,82,157,,,,,,,,,,15,11,27,,,,26,15,28,,,,200,,,,,,,310,310,,,,44,31,60,,,,20,37,44,,,,ClassB
2259,6,TissuePrimitiveType.CIRCLE,3,237,255,288,308,325,357,,,,,,,10,25,15,12,26,27,23,17,31,12,23,33,200,,,,,,,310,310,,,,63,55,46,,,,35,48,37,,,,ClassA
2260,3,TissuePrimitiveType.CIRCLE,2,76,132,360,,,,,,,,,,23,18,9,,,,10,17,22,,,,,,,,,,310,310,,,,,35,46,,,,,35,48,,,,,ClassB
2261,0,TissuePrimitiveType.CIRCLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,310,310,310,310,,65,64,51,30,49,,43,34,50,46,43,,ClassB
2262,2,TissuePrimitiveType.CIRCLE,2,194,224,,,,,,,,,,,16,30,,,,,14,20,,,,,,,,,,,310,310,,,,,65,61,,,,,47,28,,,,,ClassB
2263,3,TissuePrimitiveType.CIRCLE,3,43,200,236,,,,,,,,,,4,23,26,,,,20,34,22,,,,,,,,,,310,310,310,,,,51,70,56,,,,30,49,23,,,,ClassA
2264,2,TissuePrimitiveType.CIRCLE,3,123,150,,,,,,,,,,,4,6,,,,,14,17,,,,,200,,,,,,,310,310,,,,64,30,48,,,,49,42,45,,,,ClassB
2265,6,TissuePrimitiveType.RECTANGLE,0,87,201,271,301,346,366,,,,,,,13,18,17,30,15,9,11,19,36,36,23,14,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
2266,3,TissuePrimitiveType.CIRCLE,7,44,157,327,,,,,,,,,,11,20,12,,,,29,17,27,,,,200,200,200,,,,,,,310,310,310,46,51,69,33,61,45,42,23,29,20,23,41,ClassB
2267,5,TissuePrimitiveType.RECTANGLE,4,211,237,302,340,371,,,,,,,,17,29,22,24,11,,36,10,11,8,23,,200,,,,,,,310,310,310,,,55,37,40,55,,,31,42,50,28,,,ClassA
2268,3,TissuePrimitiveType.RECTANGLE,5,128,171,285,,,,,,,,,,24,26,10,,,,28,15,10,,,,200,200,,,,,,,310,310,310,,39,61,44,53,44,,39,46,48,39,42,,ClassC
2269,1,TissuePrimitiveType.CIRCLE,3,124,,,,,,,,,,,,17,,,,,,20,,,,,,200,,,,,,,310,310,,,,58,49,38,,,,21,50,29,,,,ClassB
2270,3,TissuePrimitiveType.CIRCLE,2,92,285,333,,,,,,,,,,6,21,16,,,,12,32,32,,,,200,200,,,,,,,,,,,58,70,,,,,48,20,,,,,ClassC
2271,4,TissuePrimitiveType.CIRCLE,2,4,91,260,355,,,,,,,,,28,24,15,13,,,9,25,9,19,,,200,,,,,,,310,,,,,42,35,,,,,47,39,,,,,ClassB
2272,2,TissuePrimitiveType.CIRCLE,3,294,347,,,,,,,,,,,20,22,,,,,13,18,,,,,200,200,200,,,,,,,,,,61,59,47,,,,43,43,23,,,,ClassC
2273,2,TissuePrimitiveType.CIRCLE,4,254,324,,,,,,,,,,,26,23,,,,,29,10,,,,,200,200,,,,,,,310,310,,,30,56,57,55,,,35,47,36,22,,,ClassB
2274,3,TissuePrimitiveType.NOPRIMITIVE,7,8,248,312,,,,,,,,,,29,29,19,,,,24,25,19,,,,200,200,200,,,,,,,310,310,310,47,36,57,57,48,30,42,38,27,30,31,37,ClassA
2275,1,TissuePrimitiveType.CIRCLE,2,189,,,,,,,,,,,,10,,,,,,12,,,,,,200,200,,,,,,,,,,,56,61,,,,,39,23,,,,,ClassC
2276,3,TissuePrimitiveType.CIRCLE,2,293,315,346,,,,,,,,,,15,21,16,,,,23,33,35,,,,,,,,,,310,310,,,,,60,64,,,,,20,28,,,,,ClassA
2277,3,TissuePrimitiveType.NOPRIMITIVE,3,38,76,195,,,,,,,,,,17,8,7,,,,34,18,16,,,,200,200,,,,,,,310,,,,56,39,30,,,,26,39,26,,,,ClassC
2278,6,TissuePrimitiveType.NOPRIMITIVE,5,43,239,302,315,340,356,,,,,,,28,30,6,14,10,22,23,14,12,16,17,29,200,200,,,,,,,310,310,310,,67,50,61,48,37,,34,38,47,29,22,,ClassA
2279,3,TissuePrimitiveType.CIRCLE,4,198,344,363,,,,,,,,,,17,14,20,,,,17,18,35,,,,200,200,200,,,,,,,310,,,43,45,42,69,,,45,39,38,43,,,ClassC
2280,4,TissuePrimitiveType.CIRCLE,5,274,292,324,350,,,,,,,,,12,18,20,10,,,9,9,11,17,,,200,200,200,200,,,,,,,310,,58,61,35,33,44,,22,41,49,35,37,,ClassC
2281,2,TissuePrimitiveType.CIRCLE,1,112,130,,,,,,,,,,,5,21,,,,,15,23,,,,,200,,,,,,,,,,,,54,,,,,,30,,,,,,ClassC
2282,2,TissuePrimitiveType.CIRCLE,4,146,179,,,,,,,,,,,25,4,,,,,19,18,,,,,200,200,,,,,,,310,310,,,65,52,51,55,,,25,21,37,22,,,ClassB
2283,5,TissuePrimitiveType.CIRCLE,3,262,296,314,342,375,,,,,,,,23,13,22,27,8,,13,18,25,9,13,,200,200,200,,,,,,,,,,45,54,65,,,,38,20,26,,,,ClassA
2284,1,TissuePrimitiveType.RECTANGLE,3,240,,,,,,,,,,,,4,,,,,,15,,,,,,,,,,,,310,310,310,,,,65,41,55,,,,47,41,20,,,,ClassC
2285,4,TissuePrimitiveType.CIRCLE,6,32,214,234,270,,,,,,,,,27,6,18,22,,,21,13,35,16,,,200,200,200,,,,,,,310,310,310,68,51,31,39,31,68,26,47,49,44,49,23,ClassA
2286,2,TissuePrimitiveType.CIRCLE,6,340,371,,,,,,,,,,,23,5,,,,,21,33,,,,,200,200,200,,,,,,,310,310,310,45,31,69,52,30,51,46,49,24,28,45,40,ClassB
2287,3,TissuePrimitiveType.CIRCLE,5,239,344,357,,,,,,,,,,4,6,6,,,,34,15,34,,,,200,200,200,,,,,,,310,310,,70,62,59,61,48,,47,22,38,41,33,,ClassC
2288,4,TissuePrimitiveType.CIRCLE,3,295,314,324,352,,,,,,,,,5,5,20,6,,,30,25,15,21,,,200,,,,,,,310,310,,,,31,46,44,,,,45,27,22,,,,ClassB
2289,4,TissuePrimitiveType.RECTANGLE,4,1,326,347,378,,,,,,,,,29,4,26,5,,,34,27,16,23,,,200,200,,,,,,,310,310,,,53,47,53,58,,,43,20,23,42,,,ClassA
2290,3,TissuePrimitiveType.CIRCLE,3,17,320,356,,,,,,,,,,30,18,5,,,,24,15,26,,,,200,200,,,,,,,310,,,,45,63,36,,,,50,36,28,,,,ClassC
2291,1,TissuePrimitiveType.CIRCLE,4,241,,,,,,,,,,,,20,,,,,,12,,,,,,200,200,200,,,,,,,310,,,40,69,40,32,,,27,32,40,50,,,ClassC
2292,4,TissuePrimitiveType.RECTANGLE,0,254,314,349,372,,,,,,,,,30,6,16,9,,,25,29,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
2293,3,TissuePrimitiveType.RECTANGLE,4,154,332,359,,,,,,,,,,29,10,24,,,,15,28,30,,,,200,200,200,,,,,,,310,,,36,49,41,32,,,39,24,30,41,,,ClassA
2294,4,TissuePrimitiveType.CIRCLE,1,83,256,290,353,,,,,,,,,7,16,21,22,,,17,24,36,11,,,,,,,,,310,,,,,,39,,,,,,32,,,,,,ClassA
2295,2,TissuePrimitiveType.RECTANGLE,1,107,324,,,,,,,,,,,8,6,,,,,36,16,,,,,200,,,,,,,,,,,,33,,,,,,25,,,,,,ClassC
2296,4,TissuePrimitiveType.CIRCLE,4,159,212,336,373,,,,,,,,,26,22,23,10,,,18,31,17,18,,,200,,,,,,,310,310,310,,,48,59,39,41,,,34,30,49,27,,,ClassA
2297,0,TissuePrimitiveType.RECTANGLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,,,,,,,,,,67,47,65,,,,44,48,37,,,,ClassC
2298,0,TissuePrimitiveType.CIRCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,32,42,,,,,26,34,,,,,ClassC
2299,3,TissuePrimitiveType.CIRCLE,5,252,306,336,,,,,,,,,,10,18,28,,,,19,20,16,,,,200,200,,,,,,,310,310,310,,53,47,66,32,43,,20,22,43,46,27,,ClassB
2300,4,TissuePrimitiveType.CIRCLE,1,102,306,356,379,,,,,,,,,5,14,11,5,,,24,34,14,32,,,,,,,,,310,,,,,,34,,,,,,42,,,,,,ClassB
2301,4,TissuePrimitiveType.CIRCLE,2,142,222,265,322,,,,,,,,,22,9,15,14,,,35,19,29,15,,,,,,,,,310,310,,,,,49,32,,,,,39,21,,,,,ClassA
2302,4,TissuePrimitiveType.CIRCLE,6,226,299,347,369,,,,,,,,,22,28,14,7,,,33,27,18,13,,,200,200,,,,,,,310,310,310,310,53,49,31,51,42,32,33,30,28,36,38,39,ClassA
2303,3,TissuePrimitiveType.CIRCLE,6,264,311,350,,,,,,,,,,23,18,28,,,,14,8,19,,,,200,200,200,200,,,,,,,310,310,39,64,34,66,43,63,34,26,43,23,30,42,ClassC
2304,1,TissuePrimitiveType.CIRCLE,0,119,,,,,,,,,,,,24,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
2305,0,TissuePrimitiveType.CIRCLE,1,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,62,,,,,,25,,,,,,ClassC
2306,2,TissuePrimitiveType.CIRCLE,5,254,283,,,,,,,,,,,11,7,,,,,32,24,,,,,200,200,200,200,,,,,,,310,,48,49,58,55,56,,22,21,50,38,49,,ClassC
2307,3,TissuePrimitiveType.CIRCLE,4,303,337,355,,,,,,,,,,25,13,26,,,,8,14,18,,,,,,,,,,310,310,310,310,,,59,56,59,54,,,40,20,35,42,,,ClassB
2308,6,TissuePrimitiveType.CIRCLE,7,96,162,246,269,319,359,,,,,,,21,8,11,23,8,23,28,32,23,12,8,22,200,200,200,200,,,,,,,310,310,51,52,55,41,68,31,47,46,43,37,39,29,ClassA
2309,2,TissuePrimitiveType.CIRCLE,1,40,94,,,,,,,,,,,10,21,,,,,24,31,,,,,200,,,,,,,,,,,,34,,,,,,21,,,,,,ClassC
2310,1,TissuePrimitiveType.CIRCLE,4,360,,,,,,,,,,,,8,,,,,,33,,,,,,200,,,,,,,310,310,310,,,62,49,67,66,,,42,33,22,39,,,ClassB
